序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
165,519935,长信创新驱动股票,2026-05-07,3.219,3.219,2.32,5.68,26.98,31.39,45.2,168.47,246.13,109.57,34.74,221.9,166.9154,0.15%
166,023407,华宝创业板人工智能ETF发起式联接A,2026-05-07,2.3201,2.3201,3.41,6.73,24.5,24.06,48.93,168.47,,,32.24,132.01,161.7441,0.10%
167,001613,长城久祥混合A,2026-05-07,2.6215,2.6215,7.07,9.15,30.29,52.62,66.75,168.46,178.26,123.26,58.73,162.15,168.734,0.15%
168,016874,广发远见智选混合C,2026-05-07,2.0587,2.0587,5.11,11.43,30.73,60.72,104.85,168.44,191.93,122.9,110.89,105.87,169.4281,0.00%
169,014191,广发先进制造股票发起式A,2026-05-07,2.3822,2.3822,5.47,8.63,27.64,32.99,58.25,168.14,227.36,187.64,43.2,138.22,171.0742,0.15%
170,005551,汇安成长优选混合C,2026-05-07,3.1112,3.1112,2.56,3.8,24.23,26.11,39.82,167.79,289.34,164.27,34.08,211.12,168.9953,0.00%
171,017828,富国时代精选混合A,2026-05-07,2.6646,2.6646,3.91,6.38,29.16,39.67,50.16,167.75,196.2,171.59,40.57,166.46,168.636,0.15%
172,023408,华宝创业板人工智能ETF发起式联接C,2026-05-07,2.3117,2.3117,3.41,6.73,24.47,23.97,48.71,167.68,,,32.1,131.17,160.9731,0.00%
173,014192,广发先进制造股票发起式C,2026-05-07,2.3442,2.3442,5.47,8.63,27.6,32.87,57.94,167.24,224.95,184.39,43.01,134.42,170.1314,0.00%
174,610006,信澳产业升级混合A,2026-05-07,3.609,4.079,5.31,6.97,30.01,40.05,57.39,166.94,158.71,79.82,38.17,415.81,164.5894,0.15%
175,017462,长城久祥混合C,2026-05-07,2.5703,2.5703,7.07,9.14,30.22,52.41,66.28,166.91,174.96,119.29,58.43,184.51,167.1552,0.00%
176,013469,泰信低碳经济混合发起式A,2026-05-07,1.6239,1.6239,4.95,6.51,38.4,53.81,63.83,166.26,198.62,142.08,53.18,62.39,165.647,0.15%
177,017829,富国时代精选混合C,2026-05-07,2.614,2.614,3.91,6.36,29.1,39.45,49.62,166.0,192.52,166.6,40.19,161.4,166.8709,0.00%
178,519158,新华趋势领航混合,2026-05-07,5.3839,6.6393,2.98,5.0,29.92,31.44,64.89,165.53,213.47,125.59,53.76,734.46,161.2656,0.15%
179,021382,博时科技驱动混合A,2026-05-07,2.8883,2.8883,4.05,6.86,32.52,38.05,46.9,165.49,,,46.2,188.83,166.7436,0.15%
180,007113,永赢高端制造混合A,2026-05-07,2.5519,2.5519,3.99,6.48,31.03,24.76,39.39,165.22,214.86,160.03,29.94,155.16,163.4899,0.15%
181,013470,泰信低碳经济混合发起式C,2026-05-07,1.5886,1.5886,4.96,6.5,38.36,53.62,63.44,164.94,195.83,138.64,52.93,58.86,164.3701,0.00%
182,377240,摩根新兴动力混合A,2026-05-07,12.8885,12.8885,1.48,4.11,35.04,41.19,40.87,164.79,179.74,158.75,36.71,1188.85,161.6158,0.15%
183,007114,永赢高端制造混合C,2026-05-07,2.5186,2.5186,3.98,6.47,31.01,24.69,39.26,164.7,213.61,158.45,29.85,151.83,162.9568,0.00%
184,014727,易方达成长动力混合A,2026-05-07,3.008,3.008,2.07,4.17,22.97,30.76,29.02,164.58,217.37,216.56,26.78,200.8,161.7018,0.15%
185,020440,东兴数字经济混合发起A,2026-05-07,2.3337,2.3337,5.25,8.0,32.94,47.82,49.99,164.32,109.11,,41.38,133.37,165.163,0.15%
186,020441,东兴数字经济混合发起C,2026-05-07,2.3283,2.3283,5.25,7.99,32.92,47.79,49.91,164.04,108.69,,41.32,132.83,164.8805,0.00%
187,015368,国泰海通领航成长一年持有混合发起A,2026-05-07,3.0002,3.0002,2.34,4.68,32.95,24.95,51.13,164.03,273.76,208.63,47.99,200.02,161.7976,0.15%
188,021383,博时科技驱动混合C,2026-05-07,2.8549,2.8549,4.05,6.85,32.45,37.84,46.47,163.9,,,45.9,185.49,165.1528,0.00%
189,016664,天弘全球高端制造混合(QDII)A,2026-05-06,2.9501,2.9501,7.27,8.62,37.93,43.94,63.73,163.78,149.56,195.1,58.53,195.01,,0.15%
190,014642,摩根新兴动力混合C,2026-05-07,12.6135,12.6135,1.48,4.1,34.99,41.02,40.53,163.42,176.89,154.77,36.48,73.7,160.2707,0.00%
191,014728,易方达成长动力混合C,2026-05-07,2.9447,2.9447,2.07,4.16,22.92,30.6,28.69,163.25,214.2,211.84,26.56,194.47,160.4086,0.00%
192,015369,国泰海通领航成长一年持有混合发起C,2026-05-07,2.9621,2.9621,2.34,4.67,32.9,24.81,50.83,162.99,270.77,204.93,47.77,196.21,160.7482,0.00%
193,016665,天弘全球高端制造混合(QDII)C,2026-05-06,2.9235,2.9235,7.27,8.61,37.89,43.82,63.47,162.9,148.28,192.47,58.34,192.35,,0.00%
194,022717,永赢锐见进取混合A,2026-05-07,2.65,2.65,0.85,7.78,28.29,29.08,52.09,162.87,,,41.45,165.0,161.4702,0.15%
195,290014,泰信现代服务业混合,2026-05-07,3.144,3.204,-3.32,-0.88,27.34,39.36,52.4,162.66,134.45,44.55,39.3,229.73,158.7654,0.15%
196,009217,博时荣丰回报灵活配置混合A,2026-05-07,2.0658,2.0658,4.14,6.5,32.03,36.54,42.44,162.36,176.21,113.78,44.09,106.58,163.2934,0.12%
197,001040,新华策略精选股票A,2026-05-07,3.4273,3.8653,3.01,4.98,29.99,31.61,63.4,161.45,212.71,123.0,53.11,328.44,157.2855,0.15%
198,022718,永赢锐见进取混合C,2026-05-07,2.6299,2.6299,0.85,7.77,28.23,28.89,51.64,161.34,,,41.16,162.99,159.9486,0.00%
199,009218,博时荣丰回报灵活配置混合C,2026-05-07,2.005,2.005,4.13,6.48,31.98,36.37,42.08,161.0,173.5,110.63,43.83,100.5,161.9545,0.00%
200,501082,博时科创主题灵活配置混合(LOF)A,2026-05-07,3.9809,3.9809,4.17,6.96,32.47,36.76,44.53,160.5,179.93,115.37,44.43,298.09,161.4198,0.12%
201,570008,诺德周期策略混合,2026-05-07,6.374,7.269,4.84,7.92,36.99,45.49,59.55,160.27,135.9,98.44,46.06,988.13,159.8451,0.15%
202,015491,博时科创主题灵活配置混合(LOF)C,2026-05-07,3.9178,3.9178,4.17,6.95,32.42,36.62,44.25,159.47,177.76,112.75,44.23,97.77,160.3881,0.00%
203,017737,融通慧心混合A,2026-05-07,2.4653,2.4653,4.12,8.08,32.69,46.6,56.58,159.29,138.19,145.52,52.34,146.53,159.8335,0.15%
204,001808,银华互联网主题灵活配置混合A,2026-05-07,3.434,3.434,4.85,7.99,40.56,45.51,58.18,158.97,189.3,104.53,46.13,243.4,159.5616,0.15%
205,017738,融通慧心混合C,2026-05-07,2.4315,2.4315,4.12,8.3,32.93,46.73,56.51,158.51,136.34,142.37,52.39,143.15,159.0836,0.00%
206,003857,前海开源周期优选混合A,2026-05-07,5.0,5.0,4.33,6.18,29.62,40.02,54.6,158.21,179.99,147.08,46.22,400.0,159.5246,0.15%
207,009892,富国成长策略混合A,2026-05-07,2.4355,2.4355,3.37,6.4,26.9,39.45,48.14,157.97,174.61,146.96,38.99,143.55,158.7654,0.15%
208,003858,前海开源周期优选混合C,2026-05-07,4.93,4.93,4.33,6.18,29.61,39.99,54.52,157.95,179.43,146.34,46.17,393.0,159.269,0.15%
209,021875,路博迈资源精选股票发起A,2026-05-07,2.3845,2.3845,-0.83,1.94,10.89,17.27,41.45,157.87,,,31.73,138.45,159.5233,0.15%
210,015772,银华互联网主题灵活配置混合C,2026-05-07,3.383,3.383,4.87,7.98,40.49,45.32,57.94,157.85,186.94,102.09,45.88,67.48,158.6391,0.00%
211,014036,博时成长回报混合A,2026-05-07,1.9169,1.9169,4.48,7.38,32.91,43.28,55.03,157.79,194.73,128.91,46.98,91.69,154.8391,0.15%
212,539002,建信新兴市场混合(QDII)A,2026-05-06,2.342,2.342,12.43,13.8,39.32,42.72,66.57,156.8,144.72,213.94,64.01,134.2,,0.16%
213,009023,鹏华稳健回报混合A,2026-05-07,3.0057,3.0057,3.75,6.1,41.18,29.08,67.36,156.77,213.94,173.87,43.81,200.57,154.2678,0.15%
214,009049,易方达高端制造混合发起式A,2026-05-07,4.0174,4.0174,1.99,4.98,21.85,31.0,43.45,156.59,140.84,135.83,39.48,301.74,155.073,0.15%
215,519087,新华优选分红混合A,2026-05-07,1.3201,5.5534,2.75,4.66,27.92,31.16,62.14,156.46,203.75,121.44,52.19,1909.62,151.9387,0.12%
216,014037,博时成长回报混合C,2026-05-07,1.8665,1.8665,4.48,7.38,32.85,43.07,54.56,156.25,191.23,124.8,46.67,86.65,153.3252,0.00%
217,021876,路博迈资源精选股票发起C,2026-05-07,2.3555,2.3555,-0.84,1.92,10.81,17.09,40.96,156.2,,,31.37,135.55,157.8262,0.00%
218,501201,红土创新科技创新股票(LOF)A,2026-05-07,2.5581,2.5581,5.57,7.91,36.29,54.48,81.94,155.76,186.43,76.52,69.79,155.81,153.4278,0.15%
219,017511,鹏华稳健回报混合C,2026-05-07,2.5315,2.5315,3.75,6.09,41.13,28.95,67.04,155.76,211.61,170.72,43.61,153.15,153.2513,0.00%
220,018147,建信新兴市场混合(QDII)C,2026-05-06,2.307,2.307,12.43,13.81,39.31,42.5,66.21,155.76,142.84,209.25,63.85,187.3,,0.00%
221,019034,易方达高端制造混合发起式C,2026-05-07,3.9651,3.9651,1.99,4.97,21.8,30.84,43.1,155.29,138.24,,39.23,163.95,153.7826,0.00%
222,001933,华商新兴活力混合,2026-05-07,2.999,2.999,3.16,6.5,38.46,43.08,57.18,155.02,106.12,21.96,47.23,199.9,155.234,0.15%
223,009491,宝盈创新驱动股票A,2026-05-07,2.5401,2.5401,6.01,8.41,35.94,42.53,49.96,155.0,177.3,171.55,41.45,154.01,150.4783,0.15%
224,018325,国泰海通创新成长混合发起A,2026-05-07,2.1065,2.1065,2.23,4.44,30.9,24.12,48.06,154.96,215.34,,45.58,110.65,152.5779,0.15%
225,018993,中欧数字经济混合发起A,2026-05-07,3.8405,3.8405,4.71,8.19,27.11,29.75,29.34,154.66,301.81,,24.77,284.05,154.7257,0.15%
226,019071,嘉实国证通信ETF发起联接A,2026-05-07,2.8935,2.8935,4.0,6.54,22.72,30.82,52.16,154.66,185.47,,33.32,189.35,148.6466,0.10%
227,019072,嘉实国证通信ETF发起联接C,2026-05-07,2.8747,2.8747,4.0,6.54,22.7,30.75,51.97,154.04,184.06,,33.21,187.47,148.0542,0.00%
228,018326,国泰海通创新成长混合发起C,2026-05-07,2.0818,2.0818,2.22,4.43,30.86,24.0,47.77,153.97,212.86,,45.38,108.18,151.577,0.00%
229,009492,宝盈创新驱动股票C,2026-05-07,2.4679,2.4679,6.0,8.4,35.88,42.36,49.59,153.74,174.52,167.47,41.21,146.79,149.2577,0.00%
230,000969,前海开源大安全混合,2026-05-07,4.733,4.733,4.27,6.29,29.49,39.0,46.81,153.51,183.41,165.3,39.41,373.3,155.0108,0.15%
231,375010,摩根中国优势混合A,2026-05-07,2.958,7.9377,1.46,4.18,34.69,39.38,37.95,153.49,164.2,147.98,35.05,2121.73,150.4141,0.15%
232,020755,永赢融安混合A,2026-05-07,2.8301,2.8301,3.19,6.62,21.08,16.83,32.09,153.39,,,29.97,183.01,153.4569,0.15%
233,016772,诺德兴新趋势混合A,2026-05-07,1.7967,1.7967,3.12,6.81,34.43,47.15,57.23,153.23,108.34,94.26,42.37,79.67,153.092,0.15%
234,018994,中欧数字经济混合发起C,2026-05-07,3.7806,3.7806,4.71,8.18,27.05,29.56,28.96,153.17,297.08,,24.52,278.06,153.2387,0.00%
235,019236,广发国证通信ETF发起式联接A,2026-05-07,2.8767,2.9634,4.02,6.62,22.94,30.83,51.08,152.88,179.0,,33.11,200.37,146.8527,0.12%
236,010646,融通价值趋势混合A,2026-05-07,1.8345,1.8345,4.37,7.73,39.04,42.63,44.65,152.72,211.3,146.24,36.86,83.45,153.1742,0.15%
237,009808,易方达创新成长混合,2026-05-07,1.9795,1.9795,3.79,7.08,34.94,41.3,47.64,152.71,164.18,118.54,41.6,97.95,154.3691,0.15%
238,014600,博时回报严选混合A,2026-05-07,2.0927,2.0927,4.05,6.31,31.53,29.97,37.29,152.41,194.46,115.59,32.17,109.27,149.6064,0.15%
239,012477,富国匠心精选12个月持有混合A,2026-05-07,1.8975,1.8975,4.33,6.73,31.51,35.28,36.7,152.39,188.07,124.72,31.64,89.75,152.9663,0.15%
240,011822,易方达产业升级混合A,2026-05-07,1.9612,1.9612,1.95,5.02,22.08,29.83,41.93,152.28,140.46,144.26,37.38,96.12,150.7928,0.15%
241,000828,宏利转型机遇股票A,2026-05-07,5.798,6.018,1.26,3.24,25.61,25.66,30.91,152.2,156.78,139.49,25.61,596.72,144.848,0.12%
242,019237,广发国证通信ETF发起式联接C,2026-05-07,2.8551,2.9412,4.02,6.62,22.91,30.73,50.85,152.12,177.33,,32.97,198.11,146.1245,0.00%
243,000697,汇添富移动互联股票A,2026-05-07,3.779,3.779,3.79,6.72,34.29,39.81,46.76,152.1,176.44,117.18,37.72,277.9,151.4305,0.15%
244,001822,华商智能生活灵活配置混合A,2026-05-07,2.886,2.886,3.18,6.26,38.42,42.31,55.92,152.05,104.25,16.18,45.83,188.6,152.2727,0.15%
245,015709,摩根中国优势混合C,2026-05-07,2.9361,3.1034,1.46,4.17,34.62,39.18,37.54,151.99,161.04,143.53,34.76,119.07,148.9377,0.00%
246,020758,永赢融安混合C,2026-05-07,2.8019,2.8019,3.19,6.61,21.02,16.65,31.71,151.9,,,29.71,180.19,151.9694,0.00%
247,012301,易方达核心智造混合,2026-05-07,2.0359,2.0359,1.0,3.95,21.26,25.94,42.17,151.84,136.9,144.55,37.31,103.59,150.3258,0.00%
248,016773,诺德兴新趋势混合C,2026-05-07,1.7605,1.7605,3.12,6.79,34.37,46.94,56.77,151.72,105.86,90.8,42.07,76.05,151.5719,0.00%
249,001322,东吴新趋势价值线混合,2026-05-07,4.485,4.485,1.24,3.14,29.21,30.59,32.9,151.7,195.26,247.03,28.52,348.5,146.415,0.15%
250,010033,安信成长精选混合A,2026-05-07,2.1459,2.1459,3.78,7.39,40.27,46.52,41.88,151.57,189.63,166.04,41.29,114.59,155.2516,0.15%
251,010418,财通景气行业混合A,2026-05-07,1.8821,1.8821,5.99,6.69,36.68,43.7,52.74,151.48,182.68,181.84,46.95,88.21,147.8078,0.15%
252,012800,宏利转型机遇股票C,2026-05-07,5.715,5.715,1.24,3.21,25.55,25.55,30.69,151.43,155.25,137.33,25.47,59.46,144.1264,0.00%
253,010647,融通价值趋势混合C,2026-05-07,1.7826,1.7826,4.37,7.72,38.98,42.46,44.2,151.32,207.03,141.64,36.53,78.26,151.7797,0.00%
254,011823,易方达产业升级混合C,2026-05-07,1.9239,1.9239,1.95,5.01,22.04,29.7,41.66,151.26,138.55,141.33,37.2,92.39,149.7923,0.00%
255,015199,汇添富移动互联股票D,2026-05-07,3.718,3.718,3.8,6.72,34.27,39.72,46.44,151.22,174.19,114.67,37.55,104.06,150.5391,0.00%
256,014601,博时回报严选混合C,2026-05-07,2.049,2.049,4.05,6.3,31.47,29.81,36.95,151.16,191.55,112.38,31.94,104.9,148.3937,0.00%
257,013250,红土创新智能制造混合型发起式A,2026-05-07,1.6502,1.6502,5.59,7.84,35.07,52.02,75.25,151.13,182.67,100.19,66.22,65.02,151.1338,0.15%
258,501015,财通多策略升级混合(LOF)A,2026-05-07,3.111,3.111,4.99,5.82,35.03,42.31,51.53,150.89,180.02,175.55,45.58,211.1,147.1009,0.15%
259,012478,富国匠心精选12个月持有混合C,2026-05-07,1.8447,1.8447,4.33,6.71,31.42,35.06,36.26,150.81,184.63,120.68,31.34,84.47,151.39,0.00%
260,015198,汇添富移动互联股票C,2026-05-07,3.689,3.689,3.8,6.71,34.24,39.63,46.33,150.61,173.46,113.48,37.5,102.47,149.763,0.00%
261,016234,财通景气行业混合C,2026-05-07,1.855,1.855,5.99,6.68,36.64,43.56,52.45,150.51,180.47,178.65,46.74,140.04,146.8397,0.00%
262,015385,华商智能生活灵活配置混合C,2026-05-07,2.818,2.818,3.19,6.26,38.34,42.11,55.43,150.49,101.72,14.09,45.48,8.55,150.7117,0.00%
263,005825,申万菱信智能驱动股票A,2026-05-07,6.8032,7.2456,2.51,2.04,30.05,24.4,44.87,150.47,179.52,134.09,38.67,693.45,149.0646,0.15%
264,017488,嘉实信息产业股票发起式A,2026-05-07,3.5528,3.5528,5.0,8.47,37.0,52.36,52.6,150.39,217.81,153.95,52.22,255.28,150.6738,0.15%
265,010034,安信成长精选混合C,2026-05-07,2.0867,2.0867,3.78,7.37,40.23,46.31,41.5,150.32,186.79,162.12,41.02,108.67,154.011,0.00%
266,021957,红土创新智能制造混合型发起式C,2026-05-07,1.6051,1.6051,5.58,7.83,35.03,51.88,74.92,150.17,,,66.0,249.24,150.1325,0.00%
267,350007,天治趋势精选混合,2026-05-07,1.684,2.116,3.15,8.12,37.84,45.78,64.76,150.15,144.2,89.85,55.18,117.76,148.341,0.15%
268,015271,财通多策略升级混合(LOF)C,2026-05-07,3.05,3.05,4.99,5.79,35.02,42.12,51.21,150.0,176.77,171.35,45.38,166.14,146.1663,0.00%
269,015159,申万菱信智能驱动股票C,2026-05-07,6.6528,7.1093,2.51,2.04,30.01,24.28,44.59,149.49,177.28,131.28,38.48,103.95,148.0907,0.00%
270,001105,信澳转型创新股票A,2026-05-07,2.239,2.239,3.42,5.51,37.45,45.2,56.46,149.05,222.62,178.83,48.67,123.9,147.9513,0.15%
271,017489,嘉实信息产业股票发起式C,2026-05-07,3.482,3.482,5.0,8.45,36.93,52.13,52.13,148.84,213.95,149.39,51.89,248.2,149.1414,0.00%
272,000404,易方达新兴成长灵活配置,2026-05-07,9.555,9.555,2.85,4.86,29.07,35.13,37.09,148.63,150.66,113.81,32.62,855.5,147.4107,0.15%
273,009914,富国成长动力混合A,2026-05-07,2.0476,2.0476,4.45,6.8,31.43,33.01,35.52,148.53,181.92,119.86,30.99,104.76,149.0998,0.15%
274,005851,财通新视野灵活配置混合A,2026-05-07,5.0994,5.0994,6.21,6.93,36.34,42.68,51.56,148.03,172.49,172.46,45.92,409.94,144.3412,0.15%
275,011300,易方达智造优势混合A,2026-05-07,2.1745,2.1745,1.96,4.99,21.63,29.42,41.02,148.0,137.08,141.48,36.96,117.45,146.542,0.15%
276,011111,华泰柏瑞行业严选混合A,2026-05-07,1.4689,1.4689,3.1,4.71,31.0,51.92,70.72,147.96,125.95,92.31,51.87,46.89,145.841,0.15%
277,021431,景顺长城精锐成长混合A,2026-05-07,2.1924,2.1924,-0.76,1.78,23.67,17.32,45.38,147.95,,,34.8,119.26,145.6746,0.15%
278,015608,信澳转型创新股票C,2026-05-07,2.187,2.187,3.36,5.5,37.37,45.03,55.99,147.68,218.8,173.72,48.37,125.46,146.2838,0.00%
279,015079,永赢成长远航一年持有混合A,2026-05-07,2.0628,2.0628,1.73,6.19,25.11,22.99,38.29,147.55,170.35,123.59,32.88,106.28,144.8427,0.15%
280,100039,富国通胀通缩主题轮动混合A,2026-05-07,9.421,9.471,4.56,5.95,28.21,31.27,37.23,147.53,199.46,134.06,30.74,882.41,148.9693,0.15%
281,016165,汇添富优势企业精选混合A,2026-05-07,1.6741,1.6741,6.68,9.34,31.49,48.9,47.81,147.43,132.0,85.35,38.29,67.41,145.6854,0.15%
282,213003,宝盈策略增长混合,2026-05-07,2.0241,3.5731,4.55,6.27,31.93,30.58,42.17,147.32,204.46,183.57,30.24,532.76,143.0578,0.15%
283,012082,博时数字经济混合A,2026-05-07,1.8631,1.8631,3.99,7.62,30.43,29.91,40.69,147.19,204.18,118.65,36.26,86.31,144.9514,0.15%
284,011301,易方达智造优势混合C,2026-05-07,2.1287,2.1287,1.96,4.98,21.59,29.26,40.7,146.98,135.14,138.56,36.74,112.87,145.5531,0.00%
285,015715,富国成长动力混合C,2026-05-07,1.9977,1.9977,4.45,6.79,31.37,32.81,35.12,146.97,178.5,115.92,30.71,119.79,147.5158,0.00%
286,011112,华泰柏瑞行业严选混合C,2026-05-07,1.4264,1.4264,3.09,4.7,30.95,51.7,70.21,146.48,123.29,88.9,51.57,42.64,144.414,0.00%
287,001323,东吴移动互联混合A,2026-05-07,7.4803,7.4803,1.4,3.35,27.14,28.29,29.75,146.38,175.09,212.45,25.95,648.03,141.2533,0.15%
288,021432,景顺长城精锐成长混合C,2026-05-07,2.1749,2.1749,-0.77,1.71,23.54,17.08,44.88,146.36,,,34.46,117.51,144.0965,0.00%
289,016173,汇添富优势企业精选混合C,2026-05-07,1.6441,1.6441,6.68,9.34,31.45,48.75,47.48,146.23,129.75,82.54,38.08,64.41,144.5122,0.00%
290,012083,博时数字经济混合C,2026-05-07,1.8267,1.8267,3.98,7.6,30.39,29.77,40.41,146.19,201.73,116.02,36.07,82.67,143.9829,0.00%
291,005959,财通新视野灵活配置混合C,2026-05-07,4.7888,4.7888,6.21,6.91,36.25,42.4,50.97,146.06,168.19,165.99,45.52,378.88,142.3972,0.00%
292,015692,富国通胀通缩主题轮动混合C,2026-05-07,9.21,9.21,4.55,5.94,28.15,31.07,36.81,145.99,196.05,129.96,30.47,162.62,147.5141,0.00%
293,002170,东吴移动互联混合C,2026-05-07,7.3933,7.3933,1.4,3.34,27.12,28.22,29.62,145.89,173.99,210.56,25.86,631.29,140.777,0.00%
294,580001,东吴嘉禾优势精选混合A,2026-05-07,1.8741,4.0557,1.24,3.17,28.35,29.73,31.34,145.72,190.08,192.62,27.17,929.74,140.3332,0.15%
295,959991,兴证资管金麒麟领先优势一年持有期混合A,2026-05-07,2.7039,2.7039,3.26,5.64,29.45,35.56,38.17,145.63,133.6,109.18,30.47,156.73,144.9185,0.12%
296,015080,永赢成长远航一年持有混合C,2026-05-07,1.9964,1.9964,1.72,6.17,25.03,22.75,37.74,145.59,166.08,118.28,32.5,99.64,142.9006,0.00%
297,009644,东方阿尔法优势产业混合A,2026-05-07,3.0266,3.0266,5.67,7.76,37.91,50.97,61.14,145.35,175.45,112.84,45.18,202.66,144.8507,0.15%
298,005875,易方达中盘成长混合,2026-05-07,3.2515,3.2515,3.64,6.42,35.57,41.47,46.18,145.01,106.18,74.08,40.61,225.15,145.2112,0.15%
299,015152,东吴嘉禾优势精选混合C,2026-05-07,2.027,2.14,1.23,3.16,28.3,29.6,31.09,144.75,187.87,189.21,27.0,175.36,139.3736,0.00%
300,009645,东方阿尔法优势产业混合C,2026-05-07,2.9394,2.9394,5.67,7.75,37.86,50.78,60.74,144.14,172.72,109.66,44.93,193.94,143.6303,0.00%
301,008919,永赢科技驱动A,2026-05-07,3.0395,3.0395,0.66,7.09,28.69,29.13,51.62,144.04,181.44,146.15,41.97,203.95,142.5004,0.15%
302,008920,永赢科技驱动C,2026-05-07,3.0021,3.0021,0.66,7.08,28.67,29.07,51.47,143.56,180.31,144.69,41.88,200.21,142.0268,0.00%
303,013383,恒生前海高端制造混合A,2026-05-07,1.6024,1.6024,4.23,6.24,34.89,43.33,63.58,143.53,166.05,116.66,48.25,60.24,141.18,0.15%
304,000688,景顺长城研究精选股票A,2026-05-07,3.817,4.067,5.09,8.13,32.08,41.84,49.69,143.28,204.63,213.46,38.55,357.03,142.5032,0.15%
305,008657,景顺长城科技创新混合A,2026-05-07,3.0017,3.1977,3.37,6.1,27.22,33.9,44.21,143.25,185.96,168.34,35.75,254.05,140.6944,0.15%
306,161606,融通行业景气混合A,2026-05-07,3.335,5.305,4.35,7.41,40.9,51.25,63.44,143.08,120.41,85.29,49.61,1053.76,146.4835,0.15%
307,019003,易方达科技智选混合A,2026-05-07,2.561,2.561,2.73,4.7,27.76,37.05,40.88,142.84,153.16,,36.02,156.1,141.5582,0.15%
308,000698,宝盈科技30混合,2026-05-07,7.651,7.651,4.64,6.5,31.15,28.11,44.06,142.73,200.63,180.26,29.88,665.1,139.393,0.15%
309,013384,恒生前海高端制造混合C,2026-05-07,1.5777,1.5777,4.23,6.23,34.85,43.18,63.26,142.54,163.92,114.1,48.04,57.77,140.2101,0.00%
310,017730,嘉实全球产业升级股票发起式(QDII)A,2026-05-06,3.802,3.802,5.27,8.73,38.64,37.57,49.58,142.43,166.4,287.13,46.92,280.2,,0.15%
311,014478,中加低碳经济六个月持有混合A,2026-05-07,1.8438,1.8438,0.55,3.56,9.67,22.53,29.54,142.38,140.67,134.61,25.29,84.38,143.7599,0.15%
312,015683,景顺长城科技创新混合C,2026-05-07,2.9544,3.1494,3.37,6.09,27.17,33.76,43.92,142.26,183.53,164.99,35.56,167.03,139.7274,0.00%
313,011399,汇添富数字未来混合A,2026-05-07,1.4206,1.4206,4.56,6.36,34.73,40.42,41.71,142.13,141.23,110.65,36.85,42.06,141.2294,0.15%
314,582003,东吴配置优化混合A,2026-05-07,3.0864,3.3104,1.26,3.59,18.9,22.42,28.31,142.13,123.23,117.6,23.01,268.14,144.9135,0.15%
315,009277,融通行业景气混合C,2026-05-07,3.236,3.266,4.32,7.37,40.82,51.07,63.06,141.86,118.2,82.54,49.32,58.82,145.1478,0.00%
316,018998,景顺长城研究精选股票C,2026-05-07,3.756,3.756,5.09,8.12,32.02,41.63,49.23,141.85,201.2,,38.29,209.39,141.0783,0.00%
317,016632,华泰柏瑞行业优选6个月持有期混合A,2026-05-07,1.8865,1.8865,3.2,4.74,31.18,49.65,70.05,141.7,124.56,93.73,50.62,88.65,139.7382,0.15%
318,019004,易方达科技智选混合C,2026-05-07,2.5274,2.5274,2.72,4.69,27.7,36.88,40.54,141.63,150.66,,35.79,152.74,140.3614,0.00%
319,001856,易方达环保主题混合A,2026-05-07,7.405,7.405,1.69,4.93,23.95,33.3,52.43,141.36,114.76,105.24,46.75,640.5,139.3342,0.15%
320,007346,易方达科技创新混合A,2026-05-07,5.7064,5.7064,3.0,5.24,30.68,37.13,39.49,141.24,159.67,105.65,36.85,470.64,140.3099,0.15%
321,011707,东吴配置优化混合C,2026-05-07,3.0197,3.0197,1.26,3.59,18.85,22.3,28.06,141.15,121.45,115.0,22.84,70.79,143.9373,0.00%
